name,display_name,avatar,did,text,repost_count
emilycross.bsky.social,☔️⚡️Emily Cross 💜🌛,https://cdn.bsky.app/img/avatar/plain/did:plc:b5s2fg5mkl7mxkilrptl4sz6/bafkreialn2zuoe7r5etwao67staubh7mgc7f3swj4hyaptvl4famm4pf4e@jpeg,did:plc:b5s2fg5mkl7mxkilrptl4sz6,NA,0
aminasamee.bsky.social,Amina Samee,https://cdn.bsky.app/img/avatar/plain/did:plc:ah2fjmjoocoo3udnfubitrfn/bafkreihunrommdldw2a75qv7psiaxdbilia2hjturdr52l7jdq26he2ma4@jpeg,did:plc:ah2fjmjoocoo3udnfubitrfn,NA,0
clairemullaly.bsky.social,Claire Mullaly,https://cdn.bsky.app/img/avatar/plain/did:plc:a2hpmitghxyqkwy4ljhs3bhl/bafkreiacfjlpav3mnsx6g6cbkfxjbtuaw3bpk7cnrerh7g5yoi5srteqma@jpeg,did:plc:a2hpmitghxyqkwy4ljhs3bhl,NA,0
clareogw.bsky.social,Clare O'Grady Walshe,https://cdn.bsky.app/img/avatar/plain/did:plc:4ojysl4iny3nr2nh2yyuizjh/bafkreifl4yaa5pjhzzfph5j5icozc3brfoabrhdk7zn3o6xq6vacctujpy@jpeg,did:plc:4ojysl4iny3nr2nh2yyuizjh,NA,0
gnielsenart.com,G Nielsen,https://cdn.bsky.app/img/avatar/plain/did:plc:u3tbvzcmvqlvqkij3clcrugr/bafkreib3xdwlrxvgryki3ips2n6sh7ievzqxdzy67yntq5bkspzr6onoma@jpeg,did:plc:u3tbvzcmvqlvqkij3clcrugr,NA,0
declander.bsky.social,Declan Reilly,https://cdn.bsky.app/img/avatar/plain/did:plc:thuu4p4lr7wixoxeoyhtiyl4/bafkreib762y546af3mzfzp7uv6aqkrflv63swejcxdykgnhvko6cnpvqce@jpeg,did:plc:thuu4p4lr7wixoxeoyhtiyl4,NA,0
keithadams.bsky.social,Keith Adams,https://cdn.bsky.app/img/avatar/plain/did:plc:biigqh7qghkxsyfkat5gpjsh/bafkreieurrlbleakgngtvxg32v6nt7gichpzpqke5y4zmvgfdgdrzuolqe@jpeg,did:plc:biigqh7qghkxsyfkat5gpjsh,NA,0
ernekid.bsky.social,Conor,https://cdn.bsky.app/img/avatar/plain/did:plc:aokun7ktw65zn7esn3o4tikm/bafkreifebv54yx63sabrwgyvzkaozbapyzqpumbsmbwi6pvaga377w5ll4@jpeg,did:plc:aokun7ktw65zn7esn3o4tikm,NA,0
evegoldenwoods.bsky.social,Eve,https://cdn.bsky.app/img/avatar/plain/did:plc:5ndv3nwkgbmzgaz3br56s4la/bafkreibuj3dpdgcwclrwujm3ak5zbevlv5yofmm2wh6xbta4ebsjfyaxoe@jpeg,did:plc:5ndv3nwkgbmzgaz3br56s4la,NA,0
kevinhargaden.bsky.social,Kevin Hargaden ,https://cdn.bsky.app/img/avatar/plain/did:plc:4mfnimq46zx52nisnap56vr6/bafkreigm75izygzmle55i763nl4htyji6osrzyyctmdaixtlwup7ufd52i@jpeg,did:plc:4mfnimq46zx52nisnap56vr6,NA,0
tashabovain.bsky.social,Tasha Bovain,https://cdn.bsky.app/img/avatar/plain/did:plc:wdkpfxft3cjhrmi3z77hlila/bafkreibf45sog2sbbsmjfctfqdst5mzoaui2t3vasxofk6m56mdmc7h6m4@jpeg,did:plc:wdkpfxft3cjhrmi3z77hlila,NA,0
phantasm26.bsky.social,Phantasm,https://cdn.bsky.app/img/avatar/plain/did:plc:vvhdobud7eq5jmcfpxid3xcf/bafkreibfnrf2tsg3zicevmsmhzs36iavxuusbea5kzdnyrpguamr4xpwea@jpeg,did:plc:vvhdobud7eq5jmcfpxid3xcf,NA,0
hyperionpsn.bsky.social,Hyperion 🧡🕷️🕯️🦇💙,https://cdn.bsky.app/img/avatar/plain/did:plc:vqngsumzpmvsbyfkxemquym4/bafkreibt7rij6jyxi4np4irfnkosh2ob2m22mm7s6tcudpe2mtdyzz7aca@jpeg,did:plc:vqngsumzpmvsbyfkxemquym4,NA,0
saraflacci.bsky.social,🩷🕊 Sara Flacci,https://cdn.bsky.app/img/avatar/plain/did:plc:tcsmnoyxr4tbr2qbia3kd7nd/bafkreid6g4szwcv5p65w3s2kbgs6jyxnqeeay4oysb2q2xc2izpmoj4p5u@jpeg,did:plc:tcsmnoyxr4tbr2qbia3kd7nd,NA,0
mikybartoli.bsky.social,Carlo Reggiani ,https://cdn.bsky.app/img/avatar/plain/did:plc:rujxi45dfld57cr7hl5qmeng/bafkreigm77g3mtq2pom2u75obwfdmbi6w34smmc7eaoffxs6pimmm2czdy@jpeg,did:plc:rujxi45dfld57cr7hl5qmeng,NA,0
jameshut.bsky.social,James Hutchinson,https://cdn.bsky.app/img/avatar/plain/did:plc:ktghhke5jffkaykzwojv453p/bafkreigwrf7tsvl6d6jid6dwome55dsfxpnfbbrrqqfa7xza2ifna66kea@jpeg,did:plc:ktghhke5jffkaykzwojv453p,NA,0
loveaspurpose.bsky.social,,https://cdn.bsky.app/img/avatar/plain/did:plc:jntd2rdkursdk6leldfxkvk4/bafkreia5mkhvdckevm4q7dkdw65fcowpk5tpwuzpcnhiuiyytkl7hceshi@jpeg,did:plc:jntd2rdkursdk6leldfxkvk4,NA,0
potetan87.bsky.social,緋色＠あっそう,https://cdn.bsky.app/img/avatar/plain/did:plc:jn7xip75b5rlawk7e66ker32/bafkreifugopxeviwm5w5qu6orbzpytm6xqs5i24wryktk5hkwfi6t2e53e@jpeg,did:plc:jn7xip75b5rlawk7e66ker32,NA,0
marietteg.bsky.social,Mariette 🇧🇪 💙 Liège,https://cdn.bsky.app/img/avatar/plain/did:plc:hktoouk5q7mce3npbt6czsnr/bafkreiewsfd55q62lcz33whjzwhirpyujan7gwmlpkm5t44sv6nx7s3s34@jpeg,did:plc:hktoouk5q7mce3npbt6czsnr,NA,0
pennanbrae.bsky.social,Pennan Brae,https://cdn.bsky.app/img/avatar/plain/did:plc:cslt2ikr7sc23hp3xkijhhmp/bafkreiaksg22owur4uw4rhxs3ms7gjl4ehnyxvefrsuidhkc3nmy7jr36q@jpeg,did:plc:cslt2ikr7sc23hp3xkijhhmp,NA,0
pathwaymoments.bsky.social,Meandering M🌿,https://cdn.bsky.app/img/avatar/plain/did:plc:cr2op5vm5yjr2c6qrwkcvgvc/bafkreigs7vjoniqf2road2snf6osqgpa3xffbjh7xlzjmffeyjffanvn4a@jpeg,did:plc:cr2op5vm5yjr2c6qrwkcvgvc,NA,0
jaycee-visionlogic.bsky.social,Jaycee Crawford / Vision Logic Images,https://cdn.bsky.app/img/avatar/plain/did:plc:a5z3jfnztow5x7zdeuwdavd5/bafkreib3zb35wttcbkcygi45bsiakwoobmav2z2snh5rqa63kfsqpxhkxm@jpeg,did:plc:a5z3jfnztow5x7zdeuwdavd5,NA,0
paulwelsh89.bsky.social,Paul Welsh,https://cdn.bsky.app/img/avatar/plain/did:plc:7dk5eo6znnaq2uobwpxvkpoi/bafkreigd2nhvodkhe5uii42et3jcgucpbigdzznjxadtzb6vb5o5lrxagy@jpeg,did:plc:7dk5eo6znnaq2uobwpxvkpoi,NA,0
skriley.bsky.social,S. K. Riley,https://cdn.bsky.app/img/avatar/plain/did:plc:6shp5azrbrc56pibibg2n7ti/bafkreiaa3z7ja5plhfya4aulgw5adbudxbqzxmecouzn6iqbzyhozxqiwq@jpeg,did:plc:6shp5azrbrc56pibibg2n7ti,NA,0
ajdaugaard.bsky.social,Annette J Daugaard,https://cdn.bsky.app/img/avatar/plain/did:plc:5agcaqeja4gr3hllehtexb2d/bafkreifj4eociwss3otfohhgcrcieixjkv3y5qo7b6kkf3tvownwvwztv4@jpeg,did:plc:5agcaqeja4gr3hllehtexb2d,NA,0
bearysweet.bsky.social,Acid Rain,https://cdn.bsky.app/img/avatar/plain/did:plc:52grrl7l5wicetkuhvkjafjd/bafkreiaqhmziy5qzegeq2x2sxg6cg4ngr64h66lpsrwjcxm2sllylx34da@jpeg,did:plc:52grrl7l5wicetkuhvkjafjd,NA,0
janephuong.bsky.social,jane phượng (she/her) Ngunnawal Country,https://cdn.bsky.app/img/avatar/plain/did:plc:2rctdzxtvbl3wbdmnqvzccxb/bafkreid5dm4ejldinflufwq6dnymyjcrxob7265653ooj6qmrvs3p3a2om@jpeg,did:plc:2rctdzxtvbl3wbdmnqvzccxb,NA,0
wendybohtkhamsin.bsky.social,Wendy Böht-Khamsin,https://cdn.bsky.app/img/avatar/plain/did:plc:2f5rdubq3sj2rduxfmh4qcxi/bafkreidn33gpqufjvzpkq3he5bv6f65frjqp5rrklwupi7rlbm4s4jxdke@jpeg,did:plc:2f5rdubq3sj2rduxfmh4qcxi,NA,0
acefromouterspace.bsky.social,Secret Third Thing ,https://cdn.bsky.app/img/avatar/plain/did:plc:i7ehf27tvt3bucjcxommpmpu/bafkreibg74cstyuqe4dqi36ncm3fcnrddawq3tjx5xx4ezc6wi4eerazb4@jpeg,did:plc:i7ehf27tvt3bucjcxommpmpu,NA,0
heleneblanchard.bsky.social,⚜️ Helene Blanchard 🇨🇦🇫🇷🇦🇺,https://cdn.bsky.app/img/avatar/plain/did:plc:z5bvtbqfe33jsie4hubxwuaw/bafkreianc3xacolwialvh2prxm7cyc7zzj2heutbpywcriofor7kk5c7oe@jpeg,did:plc:z5bvtbqfe33jsie4hubxwuaw,NA,0
tommythepirate.bsky.social,Tommy O'Malley 💙,https://cdn.bsky.app/img/avatar/plain/did:plc:vceedpk4uzpgxi4mkccymi2u/bafkreibrexrb344ro7opt3mt52dxzzohg6xj6ojpg4sb5lln5kixf3nasq@jpeg,did:plc:vceedpk4uzpgxi4mkccymi2u,NA,0
nonlinearbotanist.bsky.social,George,https://cdn.bsky.app/img/avatar/plain/did:plc:uo2dxxsotdgksnnobtewwaqp/bafkreia5im7mqtczxouhx747zfkscg4vjur6q7b7smkr47xcekaffejzze@jpeg,did:plc:uo2dxxsotdgksnnobtewwaqp,NA,0
tardley.bsky.social,tardley,https://cdn.bsky.app/img/avatar/plain/did:plc:po2u5fhvwvgrjzqwbrk2zyst/bafkreib567ola3bu7sjdy7qwtjzzwwc64p4dtvdpkt7nyukgug6vxfxyzu@jpeg,did:plc:po2u5fhvwvgrjzqwbrk2zyst,NA,0
staceylscott.bsky.social,Stacey L. Scott 🌹,https://cdn.bsky.app/img/avatar/plain/did:plc:ojjm24bltwuaxgk43w2cqoy2/bafkreibkjvhuzhcmq4ele4vikxakawpbbmdvdeyr3kugsposjs6zf7v5oe@jpeg,did:plc:ojjm24bltwuaxgk43w2cqoy2,NA,0
carolinablueskies.bsky.social,Ron,https://cdn.bsky.app/img/avatar/plain/did:plc:hyuufs2bcnmzldwhl24u6qcq/bafkreibkrfs5bmwyko7l5kaxbvqxysbermv2hhszvb44v7sktsykb2tcfm@jpeg,did:plc:hyuufs2bcnmzldwhl24u6qcq,NA,0
spilledbeanss.bsky.social,Spilledbeans 💜🇧🇬,https://cdn.bsky.app/img/avatar/plain/did:plc:gorvgyq2jo4un5nhdjhzszvj/bafkreibfrv4wcewwji6rcg44xriz4tme7xycia5x75g5nky4s7tz77e3om@jpeg,did:plc:gorvgyq2jo4un5nhdjhzszvj,NA,0
mdclifford.bsky.social,BlueYankeeClifford,NA,did:plc:byhnvd6efdrr2a6qb6rvlr54,NA,0
freshwaterdeity.bsky.social,Dew Droppin' Deity,https://cdn.bsky.app/img/avatar/plain/did:plc:audtk2l3shkzwtxmmi6qmav5/bafkreic2hbjob2pswwqpsyq4ursge4jtuglkcyghzykcscc4ppknqrzbyy@jpeg,did:plc:audtk2l3shkzwtxmmi6qmav5,NA,0
gabrielstravels.bsky.social,The relentless traveller,https://cdn.bsky.app/img/avatar/plain/did:plc:7w7yqlfftxsorp4uzlv5mwoy/bafkreib3n2enydnezl7rthhchemzha7o34gya5s7c5ckxxkgyb7dcose2y@jpeg,did:plc:7w7yqlfftxsorp4uzlv5mwoy,NA,0
kj2025.bsky.social,KateJ Blue Refugee,https://cdn.bsky.app/img/avatar/plain/did:plc:7gjwegnpjc4n52zxumcxe77f/bafkreih2mbsaimxfxysm3vgsb6kqm6qpbnbst4uimc5uvmre3guexk7p5a@jpeg,did:plc:7gjwegnpjc4n52zxumcxe77f,NA,0
sunshineevh59.bsky.social,Sunshine,https://cdn.bsky.app/img/avatar/plain/did:plc:5qqvwmmvr4spdouktxt3sxy3/bafkreieqgmy6tuxxhtskvggmzjhdsxrst7ehi7txiohfnlxs2rqqpzagve@jpeg,did:plc:5qqvwmmvr4spdouktxt3sxy3,NA,0
norulebysecrecy.bsky.social,No Rule By Secrecy,https://cdn.bsky.app/img/avatar/plain/did:plc:32f2lgeqdou37vhhltr75ch4/bafkreifyh3rg2gfw3cbms4sw2ao44aslkchakdrirmdvr7bj4otgzpehje@jpeg,did:plc:32f2lgeqdou37vhhltr75ch4,NA,0
laury24.bsky.social,granaudy,https://cdn.bsky.app/img/avatar/plain/did:plc:2tvsdiqugektofpj4w2cxvov/bafkreigrzlsfgq5qpgmzokjzxpxas5conxomnbml5cdo2dzwhreijas2re@jpeg,did:plc:2tvsdiqugektofpj4w2cxvov,NA,0
elyagtreip.bsky.social,RespectfulLimeyinCanada,https://cdn.bsky.app/img/avatar/plain/did:plc:2r4wnpzrmz2j27cwexxvjivz/bafkreidubf6hcwkiqh3ncxsiwjbhrssjluiwcbzhdodngzgotur4bv7oay@jpeg,did:plc:2r4wnpzrmz2j27cwexxvjivz,NA,0
elacatstan.bsky.social,Ela 🏴,https://cdn.bsky.app/img/avatar/plain/did:plc:uvdkj65ewl23i5eni3sn5krt/bafkreiayznnu3uz3p3oihq2edoyway7zlkbrfjoneswtm445jhwhrqbfle@jpeg,did:plc:uvdkj65ewl23i5eni3sn5krt,NA,1
come-oon-man.bsky.social,Latté Liberal💫,https://cdn.bsky.app/img/avatar/plain/did:plc:oglll2fnayqptie5c6l53qck/bafkreibbdd4c5kenog5b34fqitwri2jylwhg2ihe2hqmx7743ix37hwqri@jpeg,did:plc:oglll2fnayqptie5c6l53qck,NA,0
marekmcgann.bsky.social,Marek,https://cdn.bsky.app/img/avatar/plain/did:plc:yuw3zcl23n3n6cjlbx7dgo55/bafkreigjrkjtgdjlfeqnditrmhqsqh6ciucm5lsv4gnqnkwm4fcdodv4ai@jpeg,did:plc:yuw3zcl23n3n6cjlbx7dgo55,NA,0
ickletayto.bsky.social,Ickletayto,https://cdn.bsky.app/img/avatar/plain/did:plc:vb4uebzk5oj7efjov6tkc67m/bafkreidamhcgqvdx64gsnk6qyjwd76scb3t4ljt73ipcmpzl4xoyp7efsi@jpeg,did:plc:vb4uebzk5oj7efjov6tkc67m,NA,0
antiqueight.bsky.social,Antiqueight,https://cdn.bsky.app/img/avatar/plain/did:plc:prbumauwxd6ekd7hmldryry6/bafkreiehs54h6m5x7d4oetkxrogov6z4g4h7kqqrpt4ypwiafwigvy32ia@jpeg,did:plc:prbumauwxd6ekd7hmldryry6,NA,0
julietemckenna.bsky.social,Juliet E McKenna,https://cdn.bsky.app/img/avatar/plain/did:plc:hpqq4ke7r4q4nbd3lifqxyfu/bafkreiadk3xp45tczaiwemu7ebe4xdfchno6wik62ckj6qcs4hgrwghn6u@jpeg,did:plc:hpqq4ke7r4q4nbd3lifqxyfu,NA,0
irishwriterscentre.bsky.social,Irish Writers Centre,https://cdn.bsky.app/img/avatar/plain/did:plc:fqwrbhfiwr22karmdbee3nz7/bafkreiaoy75iv2yee33ogrli27viadxrh2uy2rohk6upyg6my3edcvnstu@jpeg,did:plc:fqwrbhfiwr22karmdbee3nz7,NA,0
orchardvillian.bsky.social,OrchardVillian,https://cdn.bsky.app/img/avatar/plain/did:plc:f75vp6memdclfhfblo5hurjg/bafkreie7wiwplc7ongewepn5s5hvnuqymn24rghqwrfggvp67jlj2v2gnq@jpeg,did:plc:f75vp6memdclfhfblo5hurjg,NA,0
westwaterfordag.bsky.social,West Waterford Arts Group,https://cdn.bsky.app/img/avatar/plain/did:plc:e5fgsmuxol432zicd2fbyzck/bafkreiele2mzfeykptnvcj5scgy3n2ybdtbxxs4gztnmc7zbigg3sy6eai@jpeg,did:plc:e5fgsmuxol432zicd2fbyzck,NA,0
ajorgensen.bsky.social,Annette Jorgensen,https://cdn.bsky.app/img/avatar/plain/did:plc:habbzrlf5qwkegoxgwk6urcf/bafkreidh42p7ztwbsp56ryn67ddwwpflu44t2vbhueq4e7bk2t6olnutne@jpeg,did:plc:habbzrlf5qwkegoxgwk6urcf,NA,6
rdisc0mb0bulate.bsky.social,Rosie Posie 🏳️‍🌈 (Róisín) (Ro) (RoRo),https://cdn.bsky.app/img/avatar/plain/did:plc:v6y63c54iecyzlxp3vrxvwv2/bafkreia6ric4hpuaxsolcpzvkuev6vxexjdxuexf3yxf7yy6boxrziz3si@jpeg,did:plc:v6y63c54iecyzlxp3vrxvwv2,NA,81
billcorbett.bsky.social,Bill Corbett,https://cdn.bsky.app/img/avatar/plain/did:plc:yfyg7lj7atao6krdbaqaci35/bafkreiauqgjv2awby5eazcvsa5nrjlkkapkac7bn646egnrjswhqfj3dn4@jpeg,did:plc:yfyg7lj7atao6krdbaqaci35,NA,0
theomegageek.bsky.social,Dr. Omega 🦞,https://cdn.bsky.app/img/avatar/plain/did:plc:xnikw2pdacgfkbwingsppgdj/bafkreicz73icgzfa5rjd4qotbgzijsvqstobwyzoxd27y2q2eqtrlxpn34@jpeg,did:plc:xnikw2pdacgfkbwingsppgdj,NA,0
cascaolas.bsky.social,Cascaolas,https://cdn.bsky.app/img/avatar/plain/did:plc:xmjagovulhrayoqkflbz242v/bafkreifnzxcb63jd6d6er5mtghd376dh5rlymk3ckmdjxckwyyxflwxgdm@jpeg,did:plc:xmjagovulhrayoqkflbz242v,NA,0
darkxaur.bsky.social,Darkxaur,https://cdn.bsky.app/img/avatar/plain/did:plc:smioif3h2j52vldevdj77fsa/bafkreieqcfeddn7entjvwb7qfaq32nzvakk7ka2jviolulv5nz3b7jomwi@jpeg,did:plc:smioif3h2j52vldevdj77fsa,NA,0
scratchbomb.bsky.social,Gravy Yacht,https://cdn.bsky.app/img/avatar/plain/did:plc:ptlgu62knciqxeb2iljcyt5n/bafkreietb4rduuc4ndykkb426vq6clfeidyeivmklupmbw5kb3arvk2jla@jpeg,did:plc:ptlgu62knciqxeb2iljcyt5n,NA,0
actualnames.bsky.social,Actual names,https://cdn.bsky.app/img/avatar/plain/did:plc:pbp3athxw7d6d34od4vkeqcf/bafkreidmtkqgmoyajm4yqxi4eq5yssgktwwl6hivkiazla4ysv2jf46pna@jpeg,did:plc:pbp3athxw7d6d34od4vkeqcf,NA,0
semiapies.bsky.social,Eric the .5b,https://cdn.bsky.app/img/avatar/plain/did:plc:or274yvcujjqsf6q7b5hqcsf/bafkreihyazxd6cabmxoyohm3y7fs6li66vm5nndb75vqymg7flz36bkbw4@jpeg,did:plc:or274yvcujjqsf6q7b5hqcsf,NA,0
trav333.bsky.social,TraV333 🎨🛠 he/him,https://cdn.bsky.app/img/avatar/plain/did:plc:lubfsequ3zji2yxemyflvmsx/bafkreicdrqg7fkoorcptefmev2pqgx22mm3ldmdzgt7kh7htfgbiijauau@jpeg,did:plc:lubfsequ3zji2yxemyflvmsx,NA,0
msnap.bsky.social,MSnap,https://cdn.bsky.app/img/avatar/plain/did:plc:iqmewxvzvksohcilj2zukh4w/bafkreibc5g4zua36dgkwq54bzbxhbj45coeopv2qbmv6zetekjgbtdwyu4@jpeg,did:plc:iqmewxvzvksohcilj2zukh4w,NA,0
hollia.bsky.social,Angela 🐱💙 💛🌻,https://cdn.bsky.app/img/avatar/plain/did:plc:ejfegxb476k37h5sbggvsqiz/bafkreibalcf6piptaqdiq53a2x3cgeh7ddkthgu5pvo4hw7d6tzqhzidba@jpeg,did:plc:ejfegxb476k37h5sbggvsqiz,NA,0
bassjunkiiiie.bsky.social,bassjunkiiiie,https://cdn.bsky.app/img/avatar/plain/did:plc:e6vri4wmhquwemrroespmsur/bafkreicaxq35ckquvuedx4jaaklelf6dgils4uptmoyax2wwprubddwpom@jpeg,did:plc:e6vri4wmhquwemrroespmsur,NA,0
roisin.gobirds.online,@roisin@jorts.horse on mastodon,https://cdn.bsky.app/img/avatar/plain/did:plc:e2uc7mg4wld3v47lsz3a3nrl/bafkreifh7ujz2fsev7bvpzafivmwku3ncktazb6zfse4ch2ha6pwiexhzy@jpeg,did:plc:e2uc7mg4wld3v47lsz3a3nrl,NA,0
happybunny.bsky.social,we can have nice things,https://cdn.bsky.app/img/avatar/plain/did:plc:dva3iyqu6drjywx5n5obfsjd/bafkreibpnwsqm6dmlmamcd3vzbqxo5i7ziw7y5x2alqblixhpqei73rizm@jpeg,did:plc:dva3iyqu6drjywx5n5obfsjd,NA,0
elphaba.bsky.social,Elphaba Trollop,https://cdn.bsky.app/img/avatar/plain/did:plc:b6aej2c22fmxsepxznkjmyoo/bafkreibn5fg6nsyme3p45u6mclepzekrzijf4lyand2467psdd6la5nhde@jpeg,did:plc:b6aej2c22fmxsepxznkjmyoo,NA,0
joannatheiss.com,Joanna Theiss,https://cdn.bsky.app/img/avatar/plain/did:plc:acwhmjras54rknn5m5eha3zv/bafkreidfl7glqsijwlk4ae3h22g4na4q2oimmfd46hluyzxd2ay24yy7qa@jpeg,did:plc:acwhmjras54rknn5m5eha3zv,NA,0
serisothikos.bsky.social,A Quaint Duck,https://cdn.bsky.app/img/avatar/plain/did:plc:7v6j4uh5szsddod5ys23osqw/bafkreib5pm7s7gz4qycbkd4fpmqu23ture32eamqhq2jvin6ff7sdnvnmu@jpeg,did:plc:7v6j4uh5szsddod5ys23osqw,NA,0
reginasrand.bsky.social,"Ill, Mooned By Triple Labubus",https://cdn.bsky.app/img/avatar/plain/did:plc:2t6sx4aemskos53deaqd6qcl/bafkreihivctimn2vmfkjfmrlb42znxelesnrtf5gevrbn6ctq4vwesbii4@jpeg,did:plc:2t6sx4aemskos53deaqd6qcl,NA,0
jamreads.com,Jamedi,https://cdn.bsky.app/img/avatar/plain/did:plc:erjqyfh5crmnbqezbtewdn5u/bafkreid2f354hrijt2gqg7nzpw7epwflrkt4epk77yuaezgfvqawned7qi@jpeg,did:plc:erjqyfh5crmnbqezbtewdn5u,NA,0
nemone7.bsky.social,Nemone7,https://cdn.bsky.app/img/avatar/plain/did:plc:cayddwsyjvlslmruaebt2xf5/bafkreienhjxpzsmx5mrx7pyxuuktgj4ituwv2rxah4aimbrjz4prnoc2ce@jpeg,did:plc:cayddwsyjvlslmruaebt2xf5,NA,0
diggles.bsky.social,🍂🍁🌻Diggles (she/her)🍂🍁🌻,https://cdn.bsky.app/img/avatar/plain/did:plc:z6wwta7lz7dxzrq3o7x5apcz/bafkreidfpvdsaglkmaotbyukq7imr7t4itgokl7qfnrjaxkqh7d54ff7j4@jpeg,did:plc:z6wwta7lz7dxzrq3o7x5apcz,NA,0
glider.bsky.social,Helen McCarthy,https://cdn.bsky.app/img/avatar/plain/did:plc:n7bdmwpmk6wuynm4yam76nen/bafkreiacygfb6pbu74hmukbwltxss5nzlb76ojetzcow3zsbuuye452iju@jpeg,did:plc:n7bdmwpmk6wuynm4yam76nen,NA,0
kernow.bsky.social,Kernow 〓〓,https://cdn.bsky.app/img/avatar/plain/did:plc:kdudp4ugzqw2jma5nuyb2yy3/bafkreibnott3rvyjcztrxs5dacgby7nyjxzxlmm6zhy777fysw2ox4z4qq@jpeg,did:plc:kdudp4ugzqw2jma5nuyb2yy3,NA,0
profingrid.bsky.social,Ingrid Sharp ,https://cdn.bsky.app/img/avatar/plain/did:plc:awlzh2q6o6cy2p3wl3xs7ltj/bafkreihf3esoo4mq3s4e75vgqw6aic4gxiw6hs2vyjmqbpiiybr4xpwkyi@jpeg,did:plc:awlzh2q6o6cy2p3wl3xs7ltj,NA,0
capallfada.bsky.social,Martin,https://cdn.bsky.app/img/avatar/plain/did:plc:6wkgrhecmbohjw2mqbzkqrd2/bafkreigl6uxe4usm2tmte7ioemeqg2ozzdzlx5zkmjkripfo2bb54rapj4@jpeg,did:plc:6wkgrhecmbohjw2mqbzkqrd2,NA,0
irishbeefcakes.bsky.social,Michael Redmond,https://cdn.bsky.app/img/avatar/plain/did:plc:p2gz5tjnevobidns4w3guzxm/bafkreidxlixc76l6knwxfnwrlh3bbxl7rrropwrwlvfimlmxd6vbbc6r2e@jpeg,did:plc:p2gz5tjnevobidns4w3guzxm,NA,0
oceanclub.bsky.social,Dr Neutopia,https://cdn.bsky.app/img/avatar/plain/did:plc:fowxeimonpawlp4owiv24zjm/bafkreiarg5rjd2xuc2kcdoclefqklp6t3zrcy67c47mykos3tibo5c4anm@jpeg,did:plc:fowxeimonpawlp4owiv24zjm,NA,0
elaineactivism.bsky.social,Elaine Baker,https://cdn.bsky.app/img/avatar/plain/did:plc:cmjbcsjqdvupg7houb6yebdq/bafkreicqtoy6ynbpf4nbxmlmt4cnid4a55nire6w6bkwd2wdmnumlavbgy@jpeg,did:plc:cmjbcsjqdvupg7houb6yebdq,NA,0
neverlost.bsky.social,Neverlost,https://cdn.bsky.app/img/avatar/plain/did:plc:byogdud45ubnauhlnpkxhsy4/bafkreih2ogemkhtec23xjl6xbj4smxbuqsu33keystnqp7ar3wqp67btcm@jpeg,did:plc:byogdud45ubnauhlnpkxhsy4,NA,0
eibhear.gibiris.org,Éibhear Ó hAnluain,https://cdn.bsky.app/img/avatar/plain/did:plc:23mysztmt7dh3l5lzhinzafi/bafkreigefc5fjofn5g6bt74nzt2ekqv2udkbmpuqp7raoq2qopohphjxba@jpeg,did:plc:23mysztmt7dh3l5lzhinzafi,NA,1
mickb290.bsky.social,Micheál Bennett,https://cdn.bsky.app/img/avatar/plain/did:plc:7l2ta3wudg4sfnbkyrwiwqr3/bafkreib2k7jwtk2es65lt4yqitnakodpos5n4i7sddfhhh2jdbjvqqmz2y@jpeg,did:plc:7l2ta3wudg4sfnbkyrwiwqr3,NA,0
drandrewboswell.bsky.social,Dr Andrew Boswell #ClimateLitigation,https://cdn.bsky.app/img/avatar/plain/did:plc:ptqsmvmjxpzupiuch6sx6xey/bafkreif7fdold3y66woalelqn2kl3ujczymjacpydmpy54jywcvrfaeol4@jpeg,did:plc:ptqsmvmjxpzupiuch6sx6xey,NA,0
byhedge.bsky.social,Mark Robins,https://cdn.bsky.app/img/avatar/plain/did:plc:j34fhqzasiakqgap2qfiw5vx/bafkreiadu55bfigwo7yxg7vvuvt7iv4ii3wtpplhkubzu5pyoqmao4dzwe@jpeg,did:plc:j34fhqzasiakqgap2qfiw5vx,NA,0
wperiodbperiod.bsky.social,W.B.,https://cdn.bsky.app/img/avatar/plain/did:plc:usps5zkapsntve4pnj3tu7lw/bafkreid2clzl57dbdpjdpouy25gx5ieenlstqryc7iawfeng4buyjzkrq4@jpeg,did:plc:usps5zkapsntve4pnj3tu7lw,NA,0
lcodonnell.bsky.social,Laura Christine Ó Donnell,https://cdn.bsky.app/img/avatar/plain/did:plc:q5uflcxop6hvo5qsmzlxwkgo/bafkreicwhic4kssmrfdktlepeuqzi45ypk44tnwlynh47vch6or5r7owky@jpeg,did:plc:q5uflcxop6hvo5qsmzlxwkgo,NA,0
mindheartinsoul.bsky.social,Poet,https://cdn.bsky.app/img/avatar/plain/did:plc:fr5wcdvp5y3wll3umkczdce3/bafkreid6a3nxdux5l3evxk525zfk53qruzxa3vfs67law5cny35fscvitm@jpeg,did:plc:fr5wcdvp5y3wll3umkczdce3,NA,0
pavlou.bsky.social,Pablo,https://cdn.bsky.app/img/avatar/plain/did:plc:2usdvxcwp6cdawcmkwnfklsq/bafkreibndrdwxo5aitucgelmwqjqn3lmejy2fsgj5bumyrag4h5tj4wzyy@jpeg,did:plc:2usdvxcwp6cdawcmkwnfklsq,NA,0
