did,handle,display_name,avatar,associated_chat_allow_incoming,associated_activity_subscription_allowsubscriptions,viewer_muted,viewer_blocked_by,labels_src,labels_uri,labels_cid,labels_val,labels_cts,created_at,description,indexed_at,uri,original_uri,verification_verifications_issuer,verification_verifications_uri,verification_verifications_is_valid,verification_verifications_created_at,verification_verified_status,verification_trusted_verifierstatus,viewer_following,viewer_followed_by,labels_ver,labels_cts_..9,labels_src_..10,labels_uri_..11,labels_val_..12,labels_src_..14,labels_uri_..15,labels_val_..17,labels_cts_..18,labels_src_..22,labels_uri_..23,labels_val_..24,labels_cts_..25
did:plc:obchedznliglqj7jk7y3lbeh,pagep195.bsky.social,Paul Page,https://cdn.bsky.app/img/avatar/plain/did:plc:obchedznliglqj7jk7y3lbeh/bafkreiajgo6vfkgsye3jqx6l6red3ektkuigznuvxgf7l6swhmf2h4neeu@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-19T19:46:59.901Z,"Sentimental Tourist & Whipping Boy guitarist, Bohemian FC member 🔴⚫️ Memorial Device ANT. Opinions are my own and not the views of my employer.

https://paulpage.substack.com/?utm_source=substack&utm_medium=web&utm_campaign=substack_profile",2025-10-08T12:07:31.817Z,at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m6mxw5a4dc2x,at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m6mxw5a4dc2x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:qjpmddmvbju7udpvanfmzbnq,pierpaolo.bsky.social,𝚙𝚒𝚎𝚛𝚙𝚊𝚘𝚕𝚘,https://cdn.bsky.app/img/avatar/plain/did:plc:qjpmddmvbju7udpvanfmzbnq/bafkreid4irtrd7azkg2tkyt3zchdoaqmmx5cz7rcsc5bhnhs3ekxvc7glu@jpeg,none,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-11-06T16:39:42.482Z,"𝙰𝚕𝚕 𝚙𝚒𝚌𝚜 𝚊𝚛𝚎 𝚖𝚒𝚗𝚎, 𝚎𝚡𝚌𝚎𝚙𝚝 𝚛𝚎𝚙𝚘𝚜𝚝𝚜
🇪🇺🇮🇹

more on @pierpaolo2.bsky.social",2025-11-27T20:11:48.889Z,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m6mxmt56ac2m,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m6mxmt56ac2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:q76ttumhtejq2ytp3ybil6za,albert-ibars.bsky.social,Albert Ibars,https://cdn.bsky.app/img/avatar/plain/did:plc:q76ttumhtejq2ytp3ybil6za/bafkreidtjgwgy37h6jmbgi62rzmv6il7gpbgl6npuzookehx63uulpw5z4@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-16T17:24:15.019Z,Faig fotos pels puestos. Sense cap criteri ni cap pretensió.,2025-08-05T19:15:02.863Z,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m6mxmt56ac2m,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m6mxmt56ac2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:kizxxe3krp4p2sv3xwdymdpk,breeze420.bsky.social,Breezie,https://cdn.bsky.app/img/avatar/plain/did:plc:kizxxe3krp4p2sv3xwdymdpk/bafkreifbgdglalkiyjqioahzg45v3at3bwden3jha5vqk5ozoz7ppofv5y@jpeg,none,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-02-11T03:58:16.308Z,📷 I mostly follow/post photos/art  (beware I repost a lot ) PNW  Humanist  Ecocentric   egalitarian anti capitalist  pro earth🌍 wildlife nature craver🌲☁️🦅🦌 photos mine with cheap ☎️  science not idiocy ⛺️🎨 🎶🎹📖🪐let's be better humans👬👫👭😊Skye Breeze,2025-11-28T01:29:06.489Z,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m6mxmt56ac2m,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m6mxmt56ac2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:6nowce2jqpegcuacmp5l5pzi,photohour.bsky.social,PhotoHour,https://cdn.bsky.app/img/avatar/plain/did:plc:6nowce2jqpegcuacmp5l5pzi/bafkreiet5s6x7zsf44moads6gvpogdfrylmyfcjcs2yv3vlbm7h4sldvwi@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-24T13:39:59.009Z,"Connecting Professional & Amateur photographers alike.  
Sister account to @stormhour.com

Join our Newsletter at stormhour.com

Include the hashtag #PhotoHour to be featured on our photography feed",2025-07-02T15:27:14.897Z,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m6mxmt56ac2m,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m6mxmt56ac2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:yek2afi23gkir5z2tjd6cb5c,roisinnineachtain.com,Róisín Ní Neachtain,https://cdn.bsky.app/img/avatar/plain/did:plc:yek2afi23gkir5z2tjd6cb5c/bafkreiaxojlzwyl5xwkajfm5evbdc2m6j4wa2r5ejxsh5z4kkpx5g2zs2u@jpeg,following,followers,FALSE,FALSE,did:plc:yek2afi23gkir5z2tjd6cb5c,at://did:plc:yek2afi23gkir5z2tjd6cb5c/app.bsky.actor.profile/self,bafyreielave6sw3h32ia4aqjn2yfqglptzwnemhkgq62r7otoeglcyycga,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-07-24T16:33:36.430Z,"Artist, poet, STUDENT (for at least another FIVE YEARS) 🇮🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺💖🎨

https://www.roisinnineachtain.com/books

I,bird -  Broken Sleep Books 31/12/25

Poetry/Nature/Literature studies & Art",2025-11-25T11:50:06.289Z,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:w5jr52v7wrocarv6gxdq7tn2,laurie-merrell.bsky.social,Laurie,https://cdn.bsky.app/img/avatar/plain/did:plc:w5jr52v7wrocarv6gxdq7tn2/bafkreibidi23tnpreifndajbiyvxdckpozsmw26j6irk3lmxfy66ublvia@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-08-20T23:33:34.747Z,🏙 Chicagoan 🔢 data 🚍 transit 📰 local news 🌱 civic tech 🌊 Lake Michigan stan account 🙊 views mine 👤 she/her,2025-11-02T17:44:46.117Z,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:ubhohqs7p46y2yqjnaensiyo,billallen.bsky.social,Bill Allen,https://cdn.bsky.app/img/avatar/plain/did:plc:ubhohqs7p46y2yqjnaensiyo/bafkreiexluiz3l2ytbjsosxgo5ovmhteceozdba66t2lgawvmchahmjnde@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-12-11T18:10:59.363Z,"Retired IT bod.  Deoraí  fm Tipperary.  Wildlife volunteer, sporadic allotmenteer Interested in Irish history . Like a ramble and a beer.  Living in Herts",2025-09-04T07:19:05.565Z,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:selsekqxn4n6hgtgn2mo4gqy,sandraduffy.bsky.social,Dr. Sandra Duffy Golden,https://cdn.bsky.app/img/avatar/plain/did:plc:selsekqxn4n6hgtgn2mo4gqy/bafkreigat33z5feugadpwgakxto4hnzvs5wjbuvsfbpmaipghycpbpekjq@jpeg,all,none,FALSE,FALSE,did:plc:selsekqxn4n6hgtgn2mo4gqy,at://did:plc:selsekqxn4n6hgtgn2mo4gqy/app.bsky.actor.profile/self,bafyreighfohrwk2tycconrvyt4skeike32oudemimxqyioo7pxj7rov3hm,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-07-24T12:11:49.138Z,"Law lecturer, dog parent, imported Bristolian, Irish. Using law for trans liberation, reproductive justice, post-/de-coloniality. They/she. AuDHD. Fond of penguins. Views personal. 🇵🇸

Header: @mxfrankduffy.bsky.social

eireannach.ghost.io",2025-11-04T11:44:14.916Z,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:ovsh7y2xzq634gucbg3ffoix,thewildgees.bsky.social,The Wild Gees,https://cdn.bsky.app/img/avatar/plain/did:plc:ovsh7y2xzq634gucbg3ffoix/bafkreifduw3khdnk2afu5zqjksb77k3ehruwllkj4uwbmgscbytfwwhvfy@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-12-19T14:34:50.513Z,"On a mission to seek out women's histories, prehistories and mythologies and share our adventures. Interested in under-told stories of all women  🏳️‍🌈🏳️‍⚧️

Check out our blog: http://thewildgees.com/",2025-01-21T12:36:14.413Z,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:k6syquhpl2vvwirhdbxvge7z,helstinki.bsky.social,Helen,https://cdn.bsky.app/img/avatar/plain/did:plc:k6syquhpl2vvwirhdbxvge7z/bafkreiceirp5yhqml6h2zd2gdhiufwiiv7d2p4y5riplans5hhxh55be5e@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-06T20:31:28.915Z,It'd be fair to say I've an interest in human rights. Also I shook hands with an astronaut once. She/her.,2025-06-19T14:49:58.197Z,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:k4ioshcs4uibg5y5hofvzd4u,martinadevlinbooks.bsky.social,Martina Devlin,https://cdn.bsky.app/img/avatar/plain/did:plc:k4ioshcs4uibg5y5hofvzd4u/bafkreifuxbmuhcdu6j53xeyle6bousacpy6blrsigmgi36vp5tuptl7egm@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-16T16:55:46.312Z,"Book lover, novelist, reader, newspaper columnist, occasional lecturer in literature, Irish www.martinadevlin.ie",2024-11-17T12:12:30.372Z,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:jtdxu5uropse3vw7gpj26uk4,profkakie.bsky.social,ProfKakie,https://cdn.bsky.app/img/avatar/plain/did:plc:jtdxu5uropse3vw7gpj26uk4/bafkreiedv5jmuqfizxlaid6mcau4jvvepqbpeomwrnf4ijd3dvvddrmmle@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-07-12T23:29:19.067Z,"Professor of Multimedia. Practitioner of multiple media. WRFL alum. LPFM enthusiast. Kentucky-Penn State-Clemson (NOT for football) (""Khaki"" like the fabric.)",2025-08-22T18:48:50.963Z,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:jr5xhxt5w6a2jqh2os36rkvg,ciara2001.bsky.social,ᚅᚓᚃ ᚆᚐᚔᚏᚇᚑ ᚃᚆᚑ ᚇᚔᚄ,https://cdn.bsky.app/img/avatar/plain/did:plc:jr5xhxt5w6a2jqh2os36rkvg/bafkreih73qv6rss52oow6222zwkgs6qlgiti73jself3g4fosgzsgolgym@jpeg,all,followers,FALSE,FALSE,did:plc:jr5xhxt5w6a2jqh2os36rkvg,at://did:plc:jr5xhxt5w6a2jqh2os36rkvg/app.bsky.actor.profile/self,bafyreiekjse6455k52pkqbly6fapsnetuldbhl4a6ixr3ipfu53ls7d3pu,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-05-21T17:12:47.907Z,"A lapsed moment of reasonableness
She/Her
Lover of utter randomness
Irish 
(something pithy. poignant and wird will probably fill this space at some point, yes I am doing a little experiment)
""For I have manifested my darkness and become god""",2025-11-19T20:15:50.691Z,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:i4k5jo343mnn5kjf3ooz2rhj,ravenbooks.bsky.social,Raven Books,https://cdn.bsky.app/img/avatar/plain/did:plc:i4k5jo343mnn5kjf3ooz2rhj/bafkreigbpobgyckzd4mjtbbsic56beydb73bd44proyzc7wwl3ozluwusm@jpeg,all,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-09-22T12:02:31.269Z,"Bookshop
34 Main Street, Blackrock, Co. Dublin, Ireland
info@ravenbooks.ie  ¦ (01) 278 9509 ¦ 086 3390231
Mon-Sat 10-6, Sun 12-5",2025-08-31T19:25:07.563Z,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:ewmjduce2r62ezf62f7meyzt,twiginasana.bsky.social,Usually pronounced incorrectly,https://cdn.bsky.app/img/avatar/plain/did:plc:ewmjduce2r62ezf62f7meyzt/bafkreidsp7pxsxclm6rskxcwrvk4tfnauqs24qpuzk72j2q2zmy27hcw24@jpeg,all,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-15T10:22:12.371Z,"Reader, walker, living in the East. Of Ireland.
(there, there)",2025-07-03T20:46:46.798Z,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:etzl2cq3lwxobxvnpn6pe4dl,shibh.bsky.social,Siobhán Freya,https://cdn.bsky.app/img/avatar/plain/did:plc:etzl2cq3lwxobxvnpn6pe4dl/bafkreibap3kofga2h7nrr5t355xrkr3ms26hqiyg7ar7hsouwbmq65qqru@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-02-12T07:54:18.566Z,"Transwoman in UK looking to the skies but temporarily grounded Will continue to flap wings and offer a sympathetic ear. Specialist in Tsundoku 
Dum spiro spero",2025-01-11T05:47:05.913Z,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:cyv4wuxhvi6ly62b6rldrzqz,effiesnake.bsky.social,Effie Snake,https://cdn.bsky.app/img/avatar/plain/did:plc:cyv4wuxhvi6ly62b6rldrzqz/bafkreihf7tynqkkv7aeamyjo6i53auxdwdxsym2ehij6npwvgfjwhlowjq@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-09-30T20:07:17.350Z,Minors DNI,2025-01-18T17:57:50.213Z,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:cyspha7oac3dwdem3ewtgpdq,deborahrosereeves.bsky.social,Deborah Rose,https://cdn.bsky.app/img/avatar/plain/did:plc:cyspha7oac3dwdem3ewtgpdq/bafkreicmiauyhsnq3xczlhqilyoagxnpjslux4aef47iramwtnwu2rsc6q@jpeg,none,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-29T15:20:17.308Z,"🇮🇪 Writer. Reader. Maker. Post Office Stan. They/She. Total Liberation Ⓥ

Boppin round the Mór-Roinn in a campervan with m'cats. Working on a novel that for now I'll just call ""the Post Office book.""

deborahrosereeves.com
https://usps-teach-in.carrd.co/",2025-11-27T13:44:34.690Z,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:auv62yln2sadyttfcomqh7hu,cathalmalone.bsky.social,Cathal Malone,https://cdn.bsky.app/img/avatar/plain/did:plc:auv62yln2sadyttfcomqh7hu/bafkreid6n5i6nfmiof6augoy3ldydycw7sspzvbuh6lnnglm7gpqvdjtpq@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-14T10:55:14.821Z,Corkonian-in-exile in the Pale. Lawyer. Liúdramán. He/him.,2024-11-15T18:45:40.360Z,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:2rhdn5zhn7mkfvy75rgdqjmw,mimmcloughlin.bsky.social,Mim,https://cdn.bsky.app/img/avatar/plain/did:plc:2rhdn5zhn7mkfvy75rgdqjmw/bafkreignc6tgwg4xafztzqul47usyeg6pawgvqoo6oxwob56t7rq2nagcy@jpeg,following,mutuals,FALSE,FALSE,did:plc:2rhdn5zhn7mkfvy75rgdqjmw,at://did:plc:2rhdn5zhn7mkfvy75rgdqjmw/app.bsky.actor.profile/self,bafyreihdiwjkvqekrvz4siz5hqcn4aw6fdhtbjzj32phipea7bya7ohb7u,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-10-08T16:44:36.003Z,"Sometimes I stand in the middle of the floor, not going left, not going right",2025-11-28T14:47:21.090Z,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6mwmyrar22b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:6rnpjkmwfrtkqhi3z7xxoqou,tonykavanagh.bsky.social,Tony Kavanagh,https://cdn.bsky.app/img/avatar/plain/did:plc:6rnpjkmwfrtkqhi3z7xxoqou/bafkreiggezzqfsk6nmjbfdugad5h75l66tgb2danvdvna56obc4ozwqrgy@jpeg,none,followers,FALSE,FALSE,did:plc:6rnpjkmwfrtkqhi3z7xxoqou,at://did:plc:6rnpjkmwfrtkqhi3z7xxoqou/app.bsky.actor.profile/self,bafyreia7vnldpn32fpd5t63lrdoqxwtxz47illmokt7zfkoziohuewn2gi,!no-unauthenticated,2025-02-06T21:24:34.867Z,2025-02-06T21:24:36.113Z,"Bluesky fumbler. He/him. Watching the collapse of America through my fingers. Dad, husband, creative, queer AF, leftie. 

https://hometime.bandcamp.com/",2025-09-18T11:19:53.464Z,at://did:plc:wk4vbtn77njhk4mlohgewj2m/app.bsky.feed.post/3m6mwhbyya22a,at://did:plc:wk4vbtn77njhk4mlohgewj2m/app.bsky.feed.post/3m6mwhbyya22a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:ocakzaba6tjbfny4fcwoa7p6,ballerinax.bsky.social,ballerina X,https://cdn.bsky.app/img/avatar/plain/did:plc:ocakzaba6tjbfny4fcwoa7p6/bafkreiep3zhhdmj5qule7m4spoy65ia37dytp63to4mjky32ro2fyufjbm@jpeg,all,none,FALSE,FALSE,did:plc:ocakzaba6tjbfny4fcwoa7p6,at://did:plc:ocakzaba6tjbfny4fcwoa7p6/app.bsky.actor.profile/self,bafyreih3klaccqifuaffeha4nkfnn6hoio3rstmxhyrpdrsqxc4ldaaof4,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-07-03T14:03:41.628Z,"I don't have a podcast. I often quip to cope. I Follow leash laws, you should too. 
@ballerinaX
 on most other places.",2025-11-04T18:41:24.616Z,at://did:plc:vgw34ubb4wjjkrkwtw6qpcyu/app.bsky.feed.post/3m6mv3qpqos2n,at://did:plc:vgw34ubb4wjjkrkwtw6qpcyu/app.bsky.feed.post/3m6mv3qpqos2n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:tjj7toux5q6m2v7x2unyhznh,judesherry.bsky.social,Jude Sherry,https://cdn.bsky.app/img/avatar/plain/did:plc:tjj7toux5q6m2v7x2unyhznh/bafkreibcoekv65qh5krdw3b6dgn6mj6mtvrcnhv6dsutaya3qi62alvhku@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-21T19:56:57.834Z,"#DerelictIreland 
Artist Activist Designer",2025-10-28T13:41:52.516Z,at://did:plc:e2vdb3yylfvzgvlo3fi5mrkf/app.bsky.feed.post/3m6mpyfv2ek2n,at://did:plc:e2vdb3yylfvzgvlo3fi5mrkf/app.bsky.feed.post/3m6mpyfv2ek2n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:x2ehvvub6oklbvx4xeb3f2mk,nilochnain.bsky.social,Hanna Ní Lochnáin,https://cdn.bsky.app/img/avatar/plain/did:plc:x2ehvvub6oklbvx4xeb3f2mk/bafkreih5rlw4lnarqyjedrotrby73li5k3dkihoyn4bqmw7efwawetqsa4@jpeg,following,followers,FALSE,FALSE,did:plc:x2ehvvub6oklbvx4xeb3f2mk,at://did:plc:x2ehvvub6oklbvx4xeb3f2mk/app.bsky.actor.profile/self,bafyreiavx66lfracmiu3t5qpqukkpuh3vzeddhcu7v4gwsvana7assxdia,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-08-21T16:15:03.530Z,"Ciarraíoch i mBaile Átha Cliath.
Táim anso don nGaelainn.",2025-06-30T17:38:18.497Z,at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m6mppndsv22j,at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m6mppndsv22j,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:tjj7toux5q6m2v7x2unyhznh,judesherry.bsky.social,Jude Sherry,https://cdn.bsky.app/img/avatar/plain/did:plc:tjj7toux5q6m2v7x2unyhznh/bafkreibcoekv65qh5krdw3b6dgn6mj6mtvrcnhv6dsutaya3qi62alvhku@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-21T19:56:57.834Z,"#DerelictIreland 
Artist Activist Designer",2025-10-28T13:41:52.516Z,at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m6mppndsv22j,at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m6mppndsv22j,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:qb4oplsgvdtu6xynnfiptom5,emmadragon.bsky.social,Emma Rogan 🇵🇸,https://cdn.bsky.app/img/avatar/plain/did:plc:qb4oplsgvdtu6xynnfiptom5/bafkreigkr2viv5imcf5uwxgm5uondgmf6lp35fbf6wsrtl6ogrmwpmbuk4@jpeg,NA,followers,FALSE,FALSE,did:plc:qb4oplsgvdtu6xynnfiptom5,at://did:plc:qb4oplsgvdtu6xynnfiptom5/app.bsky.actor.profile/self,bafyreifbuy2uosffbakkehpe63aupscz32xgdgcno6xoo6ld77jabxdizm,!no-unauthenticated,2024-11-16T22:34:19.656Z,2024-11-16T22:34:20.660Z,"Res Non Verba 😷 #Resist 🏳️‍🌈 🧠❤️‍🔥Brain & mind health activist playing the long game | Fascinated by it all | Typical human attributes with additional
super-power to chat to strangers.

""Joy is my favorite weapon"" (Cooperstreaming)

Dublin, Ireland 🇮🇪 ☘️❤️‍🔥",2025-11-20T23:11:55.590Z,at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m6mppndsv22j,at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m6mppndsv22j,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
